,Original,Type,Param1,Param2,Stat,Sign,Reported p-value
98778,"t   (22) = 2.75, p   < .02",t,22.0,,2.75,<,0.02
75976,"F(1, 84) = 43.89, p < .001",f,1.0,84.0,43.89,<,0.001
53976,"F(1, 97) = 5.11, p < .03",f,1.0,97.0,5.11,<,0.03
114134,"t(45) = 1.98, p = .05",t,45.0,,1.98,=,0.05
69261,"F(2, 76) = 228.90, p < .001",f,2.0,76.0,228.9,<,0.001
188461,"t(31) = 2.44, p < .01",t,31.0,,2.44,<,0.01
176067,"F(1, 80) = 558.55, p < .001",f,1.0,80.0,558.55,<,0.001
186567,"F(3, 119) = 3.04, p < .05",f,3.0,119.0,3.04,<,0.05
150945,"F(1, 15) = 4.86, p < .05",f,1.0,15.0,4.86,<,0.05
98157,"F(1, 109) = 47.51, p < .0001",f,1.0,109.0,47.51,<,0.0001
191733,"t(28) = 8.06, p < .001",t,28.0,,8.06,<,0.001
73374,"F(1, 189) = 59.40, p < .01",f,1.0,189.0,59.4,<,0.01
80611,"F(2, 260) = 5.68, p < .004",f,2.0,260.0,5.68,<,0.004
189399,"F(1, 109) = 6.44, p = .01",f,1.0,109.0,6.44,=,0.01
63431,"F(4, 53) = 3.63, p <.05",f,4.0,53.0,3.63,<,0.05
177110,"t(78) = 8.6, p < .001",t,78.0,,8.6,<,0.001
105627,"F(1, 173) = 13.42, p < .001",f,1.0,173.0,13.42,<,0.001
98857,"F(1, 144) > 1.0, p < .05",f,1.0,144.0,1.0,<,0.05
127609,"F(2, 60) = 6.00, p <.01",f,2.0,60.0,6.0,<,0.01
178769,"F(3, 85) = 5.97, p <.001",f,3.0,85.0,5.97,<,0.001
176757,"F(3, 81) = 4.51, p < .01",f,3.0,81.0,4.51,<,0.01
96807,"F(1, 58) = 4.12, p < .05",f,1.0,58.0,4.12,<,0.05
64606,"F(4, 141) = 4.42, p = .002",f,4.0,141.0,4.42,=,0.002
76752,"t(87) = 1.69, p < .05",t,87.0,,1.69,<,0.05
182437,"t(46) = 4.75, p < .01",t,46.0,,4.75,<,0.01
75749,"F(1, 195) = 19.10, p < .001",f,1.0,195.0,19.1,<,0.001
152970,"t(118) = 2.47, p < .05",t,118.0,,2.47,<,0.05
68463,"F(1, 36) = 3.53, p <.05",f,1.0,36.0,3.53,<,0.05
8140,"t(98) = 2.25, p = .027",t,98.0,,2.25,=,0.027
49973,"t(20) = 5.14, p < .001",t,20.0,,5.14,<,0.001
97951,"F(1, 55) = 10.96, p = .002",f,1.0,55.0,10.96,=,0.002
180046,"F(1, 96) = 75.28, p < .001",f,1.0,96.0,75.28,<,0.001
169270,"F(2, 74) = 3.49, p < .036",f,2.0,74.0,3.49,<,0.036
122390,"F(1, 38) = 5.70, p < .05",f,1.0,38.0,5.7,<,0.05
91942,"F(1, 245) = 5.29, p < .03",f,1.0,245.0,5.29,<,0.03
32211,"t(425) = −16.43, p < .001",t,425.0,,-16.43,<,0.001
164596,"F(1, 7) = 47.9, p < .001",f,1.0,7.0,47.9,<,0.001
138240,"t(60) = 15.89, p < .001",t,60.0,,15.89,<,0.001
31326,"t(170) =   2.87, p <.01",t,170.0,,2.87,<,0.01
192250,"t(25) = 9.81, p < .001",t,25.0,,9.81,<,0.001
72263,"F(1, 46) = 8.99, p < .01",f,1.0,46.0,8.99,<,0.01
61122,"t(218) = 10.90, p < .001",t,218.0,,10.9,<,0.001
123695,"F(1, 67)   = 5.95,  p   < .018",f,1.0,67.0,5.95,<,0.018
191901,"t(56) = 3.8, p < .0001",t,56.0,,3.8,<,0.0001
131824,"t(79) = 29.14, p < .001",t,79.0,,29.14,<,0.001
104719,"F(3, 78) = 41.49, p < .001",f,3.0,78.0,41.49,<,0.001
4627,"F(1, 61) = 33.54, p   < .001",f,1.0,61.0,33.54,<,0.001
133262,"F(1, 46) = 11.993, p < .01",f,1.0,46.0,11.993,<,0.01
44123,"F(1, 3) = 39.81, p < .01",f,1.0,3.0,39.81,<,0.01
157883,"t(4778) = 15.44, p < .01",t,4778.0,,15.44,<,0.01
20425,"t(209) = −3.22, p = .001",t,209.0,,-3.22,=,0.001
158921,"F(2, 132)   = 42.72,  p   < .01",f,2.0,132.0,42.72,<,0.01
147546,"F(1, 48) = 7.81, p < .01",f,1.0,48.0,7.81,<,0.01
4134,"t(52) = 1.71, p < .05",t,52.0,,1.71,<,0.05
79242,"F(2, 93) = 4.44, p = .01",f,2.0,93.0,4.44,=,0.01
25689,"F(1, 44) = 4.30, p < .05",f,1.0,44.0,4.3,<,0.05
27430,"F(1, 145) = 24.69, p < .001",f,1.0,145.0,24.69,<,0.001
63129,"F(2, 45) = 4.65, p = .02",f,2.0,45.0,4.65,=,0.02
83424,"F(1, 39) = 5.84, p = .02",f,1.0,39.0,5.84,=,0.02
83347,"F(1, 36) = 4.64, p < .04",f,1.0,36.0,4.64,<,0.04
194468,"F(1, 112) = 6.91, p < .01",f,1.0,112.0,6.91,<,0.01
59857,"F(1, 106) = 7.00, p = .01",f,1.0,106.0,7.0,=,0.01
70488,"t   (99) = 2.43, p   < .003",t,99.0,,2.43,<,0.003
164923,"F(2, 60) = 57.76, p < .01",f,2.0,60.0,57.76,<,0.01
77538,"t(224) = 3.88, p < .001",t,224.0,,3.88,<,0.001
186252,"F(2, 171) = 7.62, p < .001",f,2.0,171.0,7.62,<,0.001
44052,"F(1, 291) = 20.4, p <.001",f,1.0,291.0,20.4,<,0.001
179335,"F(2, 75) = 5.76, p < .01",f,2.0,75.0,5.76,<,0.01
147506,"F(1, 150) = 26.11, p < .001",f,1.0,150.0,26.11,<,0.001
114090,"F(1, 38) = 4.87, p < .05",f,1.0,38.0,4.87,<,0.05
146188,"F(1, 39) = 51.56, p   < .0001",f,1.0,39.0,51.56,<,0.0001
30504,"t(39) = 7.35, p   <.01",t,39.0,,7.35,<,0.01
36041,"t(30) = 2.13, p < .05",t,30.0,,2.13,<,0.05
160005,"t(22) = 4.21, p < .0001",t,22.0,,4.21,<,0.0001
166709,"F(2, 427) = 10.30, p < .001",f,2.0,427.0,10.3,<,0.001
166657,"F(3, 324) = 20.20, p < .001",f,3.0,324.0,20.2,<,0.001
86425,"F(1, 88) = 245.21, p <.001",f,1.0,88.0,245.21,<,0.001
54760,"F(2, 149) = 9.20, p < .01",f,2.0,149.0,9.2,<,0.01
87529,"t(81) = 2.06, p <.05",t,81.0,,2.06,<,0.05
124178,"F(1, 47) = 6.38, p < .05",f,1.0,47.0,6.38,<,0.05
82031,"t(30) = 2.12, p   < .05",t,30.0,,2.12,<,0.05
153987,"F(3, 126) = 63.24, p < .001",f,3.0,126.0,63.24,<,0.001
187727,"t(23) = 12.79, p < .001",t,23.0,,12.79,<,0.001
187542,"F(12, 246) = 3.97, p <.01",f,12.0,246.0,3.97,<,0.01
124722,"F(1, 43) = 6.32, p < .05",f,1.0,43.0,6.32,<,0.05
156742,"F(2, 56) = 68.61, p < .001",f,2.0,56.0,68.61,<,0.001
150954,"F(1, 30) = 8.51, p < .007",f,1.0,30.0,8.51,<,0.007
142052,"F(1, 7056) = 58.70, p < .001",f,1.0,7056.0,58.7,<,0.001
173422,"F(1, 57) = 10.16, p < .002",f,1.0,57.0,10.16,<,0.002
108415,"F(1, 62) = 49.32, p < .01",f,1.0,62.0,49.32,<,0.01
139731,"F(1, 613) = 54.60, p < .001",f,1.0,613.0,54.6,<,0.001
33576,"t(108) = 2.34, p =.02",t,108.0,,2.34,=,0.02
59297,"F(1, 60) = 4.23, p < .045",f,1.0,60.0,4.23,<,0.045
34534,"F(1, 70) = 101.43, p   < .0001",f,1.0,70.0,101.43,<,0.0001
133963,"t(133) = 2.60, p <.02",t,133.0,,2.6,<,0.02
87626,"t(67) = 2.84, p < .01",t,67.0,,2.84,<,0.01
81713,"F(1, 118) = 13.41, p   < .001",f,1.0,118.0,13.41,<,0.001
155422,"F(3, 575) = 15.72, p   < .01",f,3.0,575.0,15.72,<,0.01
47019,"F(1, 66) = 4.34, p < .05",f,1.0,66.0,4.34,<,0.05
153594,"F(6, 48403) = 126.63, p < .0001",f,6.0,48403.0,126.63,<,0.0001
168570,"F(2, 103) = 2.98, p < .05",f,2.0,103.0,2.98,<,0.05
74201,"t(25) = 4.10, p < .001",t,25.0,,4.1,<,0.001
93253,"t(53) = −5.82, p <   .001",t,53.0,,-5.82,<,0.001
97831,"F(1, 193) = 3.93, p   < .05",f,1.0,193.0,3.93,<,0.05
47329,"F(1, 128) = 8.01, p <.01",f,1.0,128.0,8.01,<,0.01
190255,"F(1, 51) = 7.47, p < .01",f,1.0,51.0,7.47,<,0.01
125360,"F(6, 378) = 3.47, p = .01",f,6.0,378.0,3.47,=,0.01
185410,"F(2, 57) = 4.87, p <.05",f,2.0,57.0,4.87,<,0.05
58466,"F(1, 149) = 7.33, p < .01",f,1.0,149.0,7.33,<,0.01
22297,"t(62) = 5.50, p < .001",t,62.0,,5.5,<,0.001
75152,"t(43) = 2.63, p < .02",t,43.0,,2.63,<,0.02
108633,"F(81, 293) = 1.64, p < .01",f,81.0,293.0,1.64,<,0.01
22931,"F(2, 85) = 3.39, p <.05",f,2.0,85.0,3.39,<,0.05
159782,"F(1, 11) = 0.19, p > .05",f,1.0,11.0,0.19,>,0.05
28386,"F(1, 46) = 12.51, p =.00",f,1.0,46.0,12.51,=,0.0
8459,"F(1, 21) = 4.38, p = .049",f,1.0,21.0,4.38,=,0.049
114579,"F(24, 915) = 2.46, p <.0001",f,24.0,915.0,2.46,<,0.0001
162772,"F(1, 226) = 12.67, p < .0001",f,1.0,226.0,12.67,<,0.0001
166588,"F(1, 214) = 26.74, p < .01",f,1.0,214.0,26.74,<,0.01
74420,"F(1, 19) = 4.70, p < .05",f,1.0,19.0,4.7,<,0.05
99279,"F(1, 48) = 19.84, p < .001",f,1.0,48.0,19.84,<,0.001
38756,"F(2, 21)   = 3.96,    p   = .03",f,2.0,21.0,3.96,=,0.03
27556,"F(3, 276) = 9.60, p < .001",f,3.0,276.0,9.6,<,0.001
115669,"F(1, 53) = 4.37, p < .05",f,1.0,53.0,4.37,<,0.05
7768,"t(75) = 2.36, p <.05",t,75.0,,2.36,<,0.05
45127,"F(3, 326) = 3.6, p < .02",f,3.0,326.0,3.6,<,0.02
142121,"F(1, 13) = 23.18, p < .001",f,1.0,13.0,23.18,<,0.001
27320,"t(599) = −19.98, p < .001",t,599.0,,-19.98,<,0.001
88420,"F(1, 36) = 51.31, p < .001",f,1.0,36.0,51.31,<,0.001
99573,"F(2, 25) = 3.89, p < .05",f,2.0,25.0,3.89,<,0.05
184604,"t(232) = 14.96, p < .001",t,232.0,,14.96,<,0.001
121772,"t(59) = 6.70, p < .01",t,59.0,,6.7,<,0.01
67593,"F(2, 158) = 9.65, p < .001",f,2.0,158.0,9.65,<,0.001
124317,"F(8,200) = 40.65, p < .001",f,8.0,200.0,40.65,<,0.001
58796,"F(1, 212) = 7.04, p <.01",f,1.0,212.0,7.04,<,0.01
144741,"t(157) = 5.33, p < .001",t,157.0,,5.33,<,0.001
18405,"t(73) = 2.92, p < .01",t,73.0,,2.92,<,0.01
141568,"t(55) = 5.07, p < .001",t,55.0,,5.07,<,0.001
94118,"t(71) =   −2.50, p = .016",t,71.0,,-2.5,=,0.016
172142,"F(4, 63) = 3.44, p < .05",f,4.0,63.0,3.44,<,0.05
165994,"F(6, 351) = 7.88, p < .001",f,6.0,351.0,7.88,<,0.001
127342,"F(1, 39) = 7.52, p < .01",f,1.0,39.0,7.52,<,0.01
112659,"F(1, 60) = 3.97, p = .05",f,1.0,60.0,3.97,=,0.05
24911,"F(1, 116) = 5.07, p < .05",f,1.0,116.0,5.07,<,0.05
79112,"t(41) = 2.74, p < .01",t,41.0,,2.74,<,0.01
72961,"t(51) = 1.98, p = .05",t,51.0,,1.98,=,0.05
117732,"F(1, 72) = 56.07, p < .0001",f,1.0,72.0,56.07,<,0.0001
77140,"F(1, 164) = 6.84, p = .005",f,1.0,164.0,6.84,=,0.005
26303,"F(1, 360) = 677.45, p < .001",f,1.0,360.0,677.45,<,0.001
140898,"F(2, 86) = 3.22, p < .05",f,2.0,86.0,3.22,<,0.05
184346,"F(1, 235) = 10.15, p = .002",f,1.0,235.0,10.15,=,0.002
21104,"F(1, 113) = 9.06, p < .01",f,1.0,113.0,9.06,<,0.01
81908,"F(1, 100) = 6.08, p < .05",f,1.0,100.0,6.08,<,0.05
101511,"F(2, 60) = 5.35, p   = .007",f,2.0,60.0,5.35,=,0.007
185987,"F(1, 36)= 3.31, p < .05",f,1.0,36.0,3.31,<,0.05
196722,"F(1, 34) = 5.06, p = .03",f,1.0,34.0,5.06,=,0.03
176646,"F(1, 150) = 3.76, p = .05",f,1.0,150.0,3.76,=,0.05
12432,"F(2, 53) = 6.13, p < .01",f,2.0,53.0,6.13,<,0.01
82155,"t(996) = 6.81, p < .001",t,996.0,,6.81,<,0.001
183025,"F(1, 128) = 2.34, p < .05",f,1.0,128.0,2.34,<,0.05
51253,"F(1, 33) = 11.90, p < .01",f,1.0,33.0,11.9,<,0.01
96689,"F(1, 8) = 23.52, p = .001",f,1.0,8.0,23.52,=,0.001
166406,"F(1, 22) = 11.09, p < .01",f,1.0,22.0,11.09,<,0.01
3625,"t(1005) = 2.53, p = .012",t,1005.0,,2.53,=,0.012
43339,"F(1, 146) = 128.01, p < .001",f,1.0,146.0,128.01,<,0.001
1377,"F(2, 162) = 3.83, p   < .05",f,2.0,162.0,3.83,<,0.05
3020,"t(355) = 2.52, p = .01",t,355.0,,2.52,=,0.01
36977,"F(1, 84) = 5.00, p = .02",f,1.0,84.0,5.0,=,0.02
156572,"F(12, 651) = 14.12, p < .001",f,12.0,651.0,14.12,<,0.001
114077,"t(117) = 2.51, p < .05",t,117.0,,2.51,<,0.05
95845,"F(1, 22) = 70.06, p = .0001",f,1.0,22.0,70.06,=,0.0001
176534,"t(138) = 5.08, p < .0001",t,138.0,,5.08,<,0.0001
194559,"t(78) = 2.43, p = .02",t,78.0,,2.43,=,0.02
50968,"F(2, 80) = 16.63, p < .001",f,2.0,80.0,16.63,<,0.001
177854,"F(3, 298) = 2.77, p = .04",f,3.0,298.0,2.77,=,0.04
26503,"t(66) = 9.98, p < .001",t,66.0,,9.98,<,0.001
163972,"t(38) = 2.04, p = .048",t,38.0,,2.04,=,0.048
100259,"F(4, 81) = 2.65, p   < .05",f,4.0,81.0,2.65,<,0.05
56232,"F(1, 72) = 6.84, p < .02",f,1.0,72.0,6.84,<,0.02
155407,"F(1, 90) = 21.5, p <.001",f,1.0,90.0,21.5,<,0.001
4414,"F(1, 41) = 4.40, p < .05",f,1.0,41.0,4.4,<,0.05
146148,"F(1, 260) = 9.95, p < .05",f,1.0,260.0,9.95,<,0.05
194387,"F(1, 25) = 9.61, p = .005",f,1.0,25.0,9.61,=,0.005
181729,"F(1, 58) = 10.84, p < .01",f,1.0,58.0,10.84,<,0.01
106413,"F(1, 44) > 5.43, p < .025",f,1.0,44.0,5.43,<,0.025
974,"F(1, 60) = 707.13, p < .001",f,1.0,60.0,707.13,<,0.001
43983,"t(19) = 2.54, p < .05",t,19.0,,2.54,<,0.05
20618,"t(115) = 4.50, p <.001",t,115.0,,4.5,<,0.001
97039,"F(1, 38) = 7.86, p   < .01",f,1.0,38.0,7.86,<,0.01
168616,"F(1, 35) = 5.78, p < .05",f,1.0,35.0,5.78,<,0.05
105214,"t(37) = −4.93, p <.001",t,37.0,,-4.93,<,0.001
64978,"t(19) = −3.02, p < .001",t,19.0,,-3.02,<,0.001
159681,"F(1, 20) = 12.95, p < .01",f,1.0,20.0,12.95,<,0.01
158908,"t(59) = 2.04, p < .05",t,59.0,,2.04,<,0.05
35534,"F(1, 56) = 5.54, p = .022",f,1.0,56.0,5.54,=,0.022
53063,"t(80) = −2.48, p <.05",t,80.0,,-2.48,<,0.05
122166,"t(98) = −3.18, p = .002",t,98.0,,-3.18,=,0.002
168446,"F(8, 96)   = 4.21,  p   < .001",f,8.0,96.0,4.21,<,0.001
31181,"F(2, 47) = 3.33, p < .05",f,2.0,47.0,3.33,<,0.05
189933,"t(27) = 4.97, p < .001",t,27.0,,4.97,<,0.001
4346,"F(2, 88) = 4.06, p = .021",f,2.0,88.0,4.06,=,0.021
20025,"F(1, 180) = 5.17, p < .03",f,1.0,180.0,5.17,<,0.03
51853,"F(1, 137) = 6.77, p <.01",f,1.0,137.0,6.77,<,0.01
81156,"F(2, 941) = 3.95, p < .05",f,2.0,941.0,3.95,<,0.05
34783,"t(118) = 3.64,   p < .01",t,118.0,,3.64,<,0.01
50842,"t(89) = 2.37, p < .05",t,89.0,,2.37,<,0.05
64680,"t(18) = 2.09, p < .05",t,18.0,,2.09,<,0.05
12714,"F(1, 48) = 21.22, p   < .001",f,1.0,48.0,21.22,<,0.001
10752,"t(147) = −2.13, p = .035",t,147.0,,-2.13,=,0.035
184102,"F(4, 176) = 8.65, p < .001",f,4.0,176.0,8.65,<,0.001
187559,"F(6, 246) = 3.47, p <.01",f,6.0,246.0,3.47,<,0.01
136204,"F(2, 64) = 4.20, p < .02",f,2.0,64.0,4.2,<,0.02
179240,"t(102) = 4.00, p < .01",t,102.0,,4.0,<,0.01
163594,"t(70) = −2.21, p < .05",t,70.0,,-2.21,<,0.05
135377,"F(3, 213) = 2.97, p = .035",f,3.0,213.0,2.97,=,0.035
32569,"F(1, 68) = 9.65, p <.01",f,1.0,68.0,9.65,<,0.01
119040,"F(1, 110) = 5.16, p   = .025",f,1.0,110.0,5.16,=,0.025
184174,"F(2, 55) = 5.93, p < .01",f,2.0,55.0,5.93,<,0.01
158794,"t(22) = 2.78, p = .011",t,22.0,,2.78,=,0.011
31427,"t(134) = −2.89, p = .005",t,134.0,,-2.89,=,0.005
80572,"t(234) = 3.28, p < .01",t,234.0,,3.28,<,0.01
147446,"F(1, 60) = 18.20, p < .01",f,1.0,60.0,18.2,<,0.01
7722,"t(138) = 2.55, p = .01",t,138.0,,2.55,=,0.01
192620,"F(1, 36) = 16.110, p < .01",f,1.0,36.0,16.11,<,0.01
80234,"t(23) = 3.46, p <.002",t,23.0,,3.46,<,0.002
22155,"F(1, 119) = 16.14, p < .001",f,1.0,119.0,16.14,<,0.001
97632,"F(3, 144) = 21.87, p   < .001",f,3.0,144.0,21.87,<,0.001
41456,"t(111) = 5.16, p   < .001",t,111.0,,5.16,<,0.001
85966,"F(2, 77) = 8.03, p < .01",f,2.0,77.0,8.03,<,0.01
105104,"F(1, 39) = 16.02, p <.01",f,1.0,39.0,16.02,<,0.01
13104,"F(2, 88) = 7.83, p <.001",f,2.0,88.0,7.83,<,0.001
102801,"t(25) = 4.62, p <.001",t,25.0,,4.62,<,0.001
2109,"t(18) = 3.68, p =.002",t,18.0,,3.68,=,0.002
77106,"F(1, 17)= 4.39, p= .05",f,1.0,17.0,4.39,=,0.05
21391,"F(1, 73) = 4.415, p = .039",f,1.0,73.0,4.415,=,0.039
41927,"F(1, 63) = 4.88, p = .03",f,1.0,63.0,4.88,=,0.03
71366,"t(199) = 2.17, p = .03",t,199.0,,2.17,=,0.03
140543,"F(4, 155)   = 6.29, p   < .001",f,4.0,155.0,6.29,<,0.001
145853,"F(2, 56) = 4.20, p = .02",f,2.0,56.0,4.2,=,0.02
90066,"F(1, 87) = 6.81, p = .01",f,1.0,87.0,6.81,=,0.01
89673,"t(30) = −2.04, p = .05",t,30.0,,-2.04,=,0.05
115504,"F(2, 370) = 413.13, p <.01",f,2.0,370.0,413.13,<,0.01
67844,"F(1, 77) = 34.62, p < .001",f,1.0,77.0,34.62,<,0.001
19302,"F(1, 48) = 15.51, p   < .0005",f,1.0,48.0,15.51,<,0.0005
71943,"t(74) = 3.60, p < .005",t,74.0,,3.6,<,0.005
156617,"t(91) = −2.55, p < .05",t,91.0,,-2.55,<,0.05
179374,"F(1, 30) = 44.57, p < .0001",f,1.0,30.0,44.57,<,0.0001
102259,"F(1, 18) = 14.66, p = .001",f,1.0,18.0,14.66,=,0.001
158772,"t(15) = 2.42, p< .05",t,15.0,,2.42,<,0.05
143267,"F(1, 16) = 11.36, p <.005",f,1.0,16.0,11.36,<,0.005
158494,"F(2, 72)   = 7.73,    p   < .01",f,2.0,72.0,7.73,<,0.01
62138,"F(1, 35) = 58.38, p < .001",f,1.0,35.0,58.38,<,0.001
57309,"F(1, 63) = 10.15, p < .01",f,1.0,63.0,10.15,<,0.01
161886,"F(8, 1520) = 22.85, p <   .001",f,8.0,1520.0,22.85,<,0.001
174319,"F(1, 5) = 1.18, p < .033",f,1.0,5.0,1.18,<,0.033
153045,"F(2, 186)   = 19.47,    p   < .001",f,2.0,186.0,19.47,<,0.001
32994,"F(1, 75) = 143.85, p   < .001",f,1.0,75.0,143.85,<,0.001
161948,"t(73) = 3.42, p = .001",t,73.0,,3.42,=,0.001
18190,"F(1, 304)   = 19.4,  p   < .01",f,1.0,304.0,19.4,<,0.01
122281,"t(25) = 10.281, p < .001",t,25.0,,10.281,<,0.001
159522,"F(2, 112) = 3.82, p   < .05",f,2.0,112.0,3.82,<,0.05
52098,"t(32) = 2.24, p = .03",t,32.0,,2.24,=,0.03
45806,"F(4, 90) = 98.00, p   < .001",f,4.0,90.0,98.0,<,0.001
61882,"t(58) = 2.21, p = .031",t,58.0,,2.21,=,0.031
183126,"F(2, 63) = 6.95, p < .01",f,2.0,63.0,6.95,<,0.01
141066,"t(89) = 4.61, p < .001",t,89.0,,4.61,<,0.001
123036,"F(1, 92) = 6.05, p < .05",f,1.0,92.0,6.05,<,0.05
114348,"F(6, 588) = 4.19, p < .001",f,6.0,588.0,4.19,<,0.001
82550,"t(43) = 2.54, p < .05",t,43.0,,2.54,<,0.05
35975,"F(1, 39) = 9.74, p < .01",f,1.0,39.0,9.74,<,0.01
70242,"F(1, 221) = 4.73, p = .031",f,1.0,221.0,4.73,=,0.031
50639,"t(608) = 15.40, p < .001",t,608.0,,15.4,<,0.001
97076,"F(4, 124) = 22.37, p < .001",f,4.0,124.0,22.37,<,0.001
163993,"F(3, 116) = 3.12, p < .05",f,3.0,116.0,3.12,<,0.05
59061,"t(263) = 5.37, p < .001",t,263.0,,5.37,<,0.001
176636,"F(2, 51) = 3.90, p = .03",f,2.0,51.0,3.9,=,0.03
41016,"F(2, 72) = 3.65,   p = .03",f,2.0,72.0,3.65,=,0.03
21263,"F(1, 107) = 7.99, p < .01",f,1.0,107.0,7.99,<,0.01
14090,"t(40) = 3.83, p   < .001",t,40.0,,3.83,<,0.001
123171,"F(1, 22) = 7.08, p = .014",f,1.0,22.0,7.08,=,0.014
175362,"F(1, 22) = 46.10, p < .001",f,1.0,22.0,46.1,<,0.001
30143,"F(2, 504) = 4.77, p   < .05",f,2.0,504.0,4.77,<,0.05
170769,"F(4, 356) = 7.54, p < .000",f,4.0,356.0,7.54,<,0.0
189376,"F(1, 421) = 4.63, p < .05",f,1.0,421.0,4.63,<,0.05
180403,"F(1, 328) = 26.99, p < .001",f,1.0,328.0,26.99,<,0.001
194322,"F(1, 87) = 7.46, p < .01",f,1.0,87.0,7.46,<,0.01
64072,"F(1, 378) = 23.23, p < .001",f,1.0,378.0,23.23,<,0.001
103649,"t(124) = 2.20, p = .030",t,124.0,,2.2,=,0.03
29839,"t(84) = −3.78, p < .001",t,84.0,,-3.78,<,0.001
34766,"F(2, 149) =   33.19, p < .01",f,2.0,149.0,33.19,<,0.01
34544,"t(39) = 2.13, p < .05",t,39.0,,2.13,<,0.05
23438,"t(19) = 6.96, p < .0001",t,19.0,,6.96,<,0.0001
47987,"F(1, 95) = 20.08, p < .001",f,1.0,95.0,20.08,<,0.001
4654,"t(74) = 2.15, p <.05",t,74.0,,2.15,<,0.05
82923,"t(100) = 2.87, p = .005",t,100.0,,2.87,=,0.005
168442,"t(30) = 4.00, p < .01",t,30.0,,4.0,<,0.01
32169,"F(1, 116) = 4.95, p   < .05",f,1.0,116.0,4.95,<,0.05
139862,"t(29) = 5.00, p < .0001",t,29.0,,5.0,<,0.0001
159114,"t(17) = 14.0, p < .001",t,17.0,,14.0,<,0.001
19865,"F(1, 95) = 102.19, p < .0001",f,1.0,95.0,102.19,<,0.0001
103661,"F(1, 108) = 7.30, p < .008",f,1.0,108.0,7.3,<,0.008
187385,"F(51, 478) = 3.29, p < .001",f,51.0,478.0,3.29,<,0.001
102959,"F(3, 436) = 12.26, p < .001",f,3.0,436.0,12.26,<,0.001
39068,"F(9, 963) = 3.35, p < .005",f,9.0,963.0,3.35,<,0.005
78887,"F(1, 30) =   9.45, p < .005",f,1.0,30.0,9.45,<,0.005
120411,"F(1, 10) = 18.92, p <.01",f,1.0,10.0,18.92,<,0.01
64491,"t(63) = 3.88, p   < .01",t,63.0,,3.88,<,0.01
99249,"F(1, 44) = 5.70,   p = .02",f,1.0,44.0,5.7,=,0.02
42902,"F(3, 176) = 5.21, p <.01",f,3.0,176.0,5.21,<,0.01
12760,"t   (48) = 3.76, p   < .01",t,48.0,,3.76,<,0.01
117257,"F(3, 175)   = 3.95, p < .05",f,3.0,175.0,3.95,<,0.05
112176,"t(19) = −4.21, p < .001",t,19.0,,-4.21,<,0.001
93386,"t(29) = 11.40, p < .001",t,29.0,,11.4,<,0.001
121749,"t(373) = −2.04, p = .04",t,373.0,,-2.04,=,0.04
21519,"t(189) = 6.39, p < .001",t,189.0,,6.39,<,0.001
53212,"t(10) = −4.83, p = .001",t,10.0,,-4.83,=,0.001
192459,"F(3, 204) = 91.97, p < .001",f,3.0,204.0,91.97,<,0.001
35133,"F(1, 125) = 8.29, p   < .01",f,1.0,125.0,8.29,<,0.01
30478,"F(1, 105) = 22.7, p   < .001",f,1.0,105.0,22.7,<,0.001
68267,"F(1, 183) = 8.79, p < .01",f,1.0,183.0,8.79,<,0.01
107428,"t(53) = 2.93, p = .005",t,53.0,,2.93,=,0.005
84742,"t(1603) = 3.9, p < .05",t,1603.0,,3.9,<,0.05
918,"F(1, 96)   = 77.61,  p   < .001",f,1.0,96.0,77.61,<,0.001
127931,"F(1, 89) = 46.46, p   < .01",f,1.0,89.0,46.46,<,0.01
112808,"F(3, 53) = 3.55, p   < .05",f,3.0,53.0,3.55,<,0.05
47381,"F(2, 98)   = 3.57,    p   < .05",f,2.0,98.0,3.57,<,0.05
27894,"F(1, 58) = 69.32, p < .001",f,1.0,58.0,69.32,<,0.001
71168,"F(2, 174) = 40.64, p < .001",f,2.0,174.0,40.64,<,0.001
110273,"F(3, 183) = 52.593, p    < .0001",f,3.0,183.0,52.593,<,0.0001
128378,"F(2, 113) = 5.612, p = .005",f,2.0,113.0,5.612,=,0.005
19801,"t(67) = 32.02, p < .001",t,67.0,,32.02,<,0.001
124296,"F(1, 25) = 13.23, p = .001",f,1.0,25.0,13.23,=,0.001
180937,"F(1, 38) = 54.736, p < .001",f,1.0,38.0,54.736,<,0.001
145637,"t(63) = 4.13, p < .001",t,63.0,,4.13,<,0.001
5491,"F(1, 231) = 6.45, p < .05",f,1.0,231.0,6.45,<,0.05
1325,"F(1, 37) = 10.45, p < .01",f,1.0,37.0,10.45,<,0.01
5442,"F(5, 239) = 3.94, p < .002",f,5.0,239.0,3.94,<,0.002
156791,"F(1, 29) = 14.19, p = .001",f,1.0,29.0,14.19,=,0.001
17054,"t(736) = 2.52, p < .05",t,736.0,,2.52,<,0.05
160406,"t(106) = 4.32, p < .001",t,106.0,,4.32,<,0.001
128021,"F(1, 36)   = 4.61,    p   < .05",f,1.0,36.0,4.61,<,0.05
146694,"F(2, 72) = 5.01, p = .009",f,2.0,72.0,5.01,=,0.009
131396,"t(79) = 4.31, p < .001",t,79.0,,4.31,<,0.001
186015,"F(1, 42) = 10.48, p < .01",f,1.0,42.0,10.48,<,0.01
153564,"F(1, 15) = 21.48, p < .001",f,1.0,15.0,21.48,<,0.001
